                                     Moon                                     
     
            Topocentric Physical Ephemeris: Illumination Parameters           
     
                         David Rittenhouse Laboratory                         
                Location:  W 75°11'20.4", N39°57'08.1",    12m                
                  (Longitude referred to Greenwich meridian)                  
     
   Date        Time             Phase     Fraction                       Semi-
         (UT1)                  Angle    Illuminated    Parallax       diameter
             h  m   s             °                      '   "          '   "
2014 Jun 29 05:55:00.0         158.00       0.036       44 23.24       14 37.26
2014 Jun 29 06:00:00.0         157.95       0.037       44 17.94       14 37.22
2014 Jun 29 06:05:00.0         157.90       0.037       44 13.35       14 37.18
2014 Jun 29 06:10:00.0         157.85       0.037       44 09.48       14 37.15
2014 Jun 29 06:15:00.0         157.80       0.037       44 06.34       14 37.12
2014 Jun 29 06:20:00.0         157.75       0.037       44 03.93       14 37.10
2014 Jun 29 06:25:00.0         157.70       0.037       44 02.27       14 37.08
2014 Jun 29 06:30:00.0         157.65       0.038       44 01.36       14 37.06
2014 Jun 29 06:35:00.0         157.60       0.038       44 01.20       14 37.05
2014 Jun 29 06:40:00.0         157.55       0.038       44 01.79       14 37.05
2014 Jun 29 06:45:00.0         157.50       0.038       44 03.14       14 37.05
2014 Jun 29 06:50:00.0         157.45       0.038       44 05.23       14 37.05
2014 Jun 29 06:55:00.0         157.40       0.038       44 08.06       14 37.06
2014 Jun 29 07:00:00.0         157.35       0.039       44 11.62       14 37.07
2014 Jun 29 07:05:00.0         157.30       0.039       44 15.90       14 37.09
2014 Jun 29 07:10:00.0         157.25       0.039       44 20.90       14 37.11
2014 Jun 29 07:15:00.0         157.20       0.039       44 26.58       14 37.13
2014 Jun 29 07:20:00.0         157.15       0.039       44 32.95       14 37.17
2014 Jun 29 07:25:00.0         157.10       0.039       44 39.97       14 37.20
2014 Jun 29 07:30:00.0         157.05       0.040       44 47.63       14 37.24
2014 Jun 29 07:35:00.0         157.00       0.040       44 55.91       14 37.28
2014 Jun 29 07:40:00.0         156.95       0.040       45 04.79       14 37.33
2014 Jun 29 07:45:00.0         156.90       0.040       45 14.23       14 37.38
2014 Jun 29 07:50:00.0         156.85       0.040       45 24.22       14 37.44
2014 Jun 29 07:55:00.0         156.80       0.040       45 34.72       14 37.50
2014 Jun 29 08:00:00.0         156.76       0.041       45 45.72       14 37.56
2014 Jun 29 08:05:00.0         156.71       0.041       45 57.17       14 37.63
2014 Jun 29 08:10:00.0         156.66       0.041       46 09.05       14 37.71
2014 Jun 29 08:15:00.0         156.61       0.041       46 21.33       14 37.78
2014 Jun 29 08:20:00.0         156.56       0.041       46 33.98       14 37.87
2014 Jun 29 08:25:00.0         156.51       0.041       46 46.96       14 37.95
2014 Jun 29 08:30:00.0         156.47       0.042       47 00.24       14 38.04
2014 Jun 29 08:35:00.0         156.42       0.042       47 13.79       14 38.14
2014 Jun 29 08:40:00.0         156.37       0.042       47 27.58       14 38.23
2014 Jun 29 08:45:00.0         156.32       0.042       47 41.57       14 38.34
2014 Jun 29 08:50:00.0         156.28       0.042       47 55.72       14 38.44
2014 Jun 29 08:55:00.0         156.23       0.042       48 10.02       14 38.55
2014 Jun 29 09:00:00.0         156.18       0.043       48 24.41       14 38.66
2014 Jun 29 09:05:00.0         156.13       0.043       48 38.88       14 38.78
2014 Jun 29 09:10:00.0         156.09       0.043       48 53.38       14 38.90
2014 Jun 29 09:15:00.0         156.04       0.043       49 07.88       14 39.03
2014 Jun 29 09:20:00.0         155.99       0.043       49 22.35       14 39.15
2014 Jun 29 09:25:00.0         155.95       0.043       49 36.76       14 39.28
2014 Jun 29 09:30:00.0         155.90       0.044       49 51.07       14 39.42
2014 Jun 29 09:35:00.0         155.86       0.044       50 05.26       14 39.56
2014 Jun 29 09:40:00.0         155.81       0.044       50 19.29       14 39.70
2014 Jun 29 09:45:00.0         155.77       0.044       50 33.13       14 39.84
2014 Jun 29 09:50:00.0         155.72       0.044       50 46.76       14 39.99
2014 Jun 29 09:55:00.0         155.68       0.044       51 00.14       14 40.14
2014 Jun 29 10:00:00.0         155.63       0.045       51 13.24       14 40.30
2014 Jun 29 10:05:00.0         155.59       0.045       51 26.05       14 40.46
2014 Jun 29 10:10:00.0         155.54       0.045       51 38.51       14 40.62
2014 Jun 29 10:15:00.0         155.50       0.045       51 50.63       14 40.78
2014 Jun 29 10:20:00.0         155.46       0.045       52 02.35       14 40.94
2014 Jun 29 10:25:00.0         155.41       0.045       52 13.67       14 41.11
2014 Jun 29 10:30:00.0         155.37       0.045       52 24.56       14 41.28
2014 Jun 29 10:35:00.0         155.33       0.046       52 34.98       14 41.46
2014 Jun 29 10:40:00.0         155.28       0.046       52 44.92       14 41.63
2014 Jun 29 10:45:00.0         155.24       0.046       52 54.36       14 41.81
2014 Jun 29 10:50:00.0         155.20       0.046       53 03.27       14 41.99
2014 Jun 29 10:55:00.0         155.16       0.046       53 11.63       14 42.18
2014 Jun 29 11:00:00.0         155.11       0.046       53 19.42       14 42.36
2014 Jun 29 11:05:00.0         155.07       0.047       53 26.63       14 42.55
2014 Jun 29 11:10:00.0         155.03       0.047       53 33.22       14 42.74
2014 Jun 29 11:15:00.0         154.99       0.047       53 39.19       14 42.93
2014 Jun 29 11:20:00.0         154.95       0.047       53 44.52       14 43.13
2014 Jun 29 11:25:00.0         154.91       0.047       53 49.19       14 43.32
2014 Jun 29 11:30:00.0         154.87       0.047       53 53.18       14 43.52
2014 Jun 29 11:35:00.0         154.83       0.047       53 56.47       14 43.72
2014 Jun 29 11:40:00.0         154.79       0.048       53 59.06       14 43.92
2014 Jun 29 11:45:00.0         154.75       0.048       54 00.93       14 44.12
2014 Jun 29 11:50:00.0         154.71       0.048       54 02.07       14 44.32
2014 Jun 29 11:55:00.0         154.67       0.048       54 02.46       14 44.52
2014 Jun 29 12:00:00.0         154.63       0.048       54 02.10       14 44.73
2014 Jun 29 12:05:00.0         154.60       0.048       54 00.96       14 44.93
2014 Jun 29 12:10:00.0         154.56       0.048       53 59.05       14 45.14
2014 Jun 29 12:15:00.0         154.52       0.049       53 56.35       14 45.35
2014 Jun 29 12:20:00.0         154.48       0.049       53 52.85       14 45.56
2014 Jun 29 12:25:00.0         154.45       0.049       53 48.55       14 45.77
2014 Jun 29 12:30:00.0         154.41       0.049       53 43.44       14 45.98
2014 Jun 29 12:35:00.0         154.37       0.049       53 37.51       14 46.19
2014 Jun 29 12:40:00.0         154.34       0.049       53 30.75       14 46.40
2014 Jun 29 12:45:00.0         154.30       0.049       53 23.17       14 46.61
2014 Jun 29 12:50:00.0         154.27       0.050       53 14.76       14 46.82
2014 Jun 29 12:55:00.0         154.23       0.050       53 05.52       14 47.03
2014 Jun 29 13:00:00.0         154.19       0.050       52 55.43       14 47.24
2014 Jun 29 13:05:00.0         154.16       0.050       52 44.51       14 47.45
2014 Jun 29 13:10:00.0         154.13       0.050       52 32.75       14 47.66
2014 Jun 29 13:15:00.0         154.09       0.050       52 20.15       14 47.87
2014 Jun 29 13:20:00.0         154.06       0.050       52 06.71       14 48.08
2014 Jun 29 13:25:00.0         154.02       0.051       51 52.43       14 48.29
2014 Jun 29 13:30:00.0         153.99       0.051       51 37.32       14 48.50
2014 Jun 29 13:35:00.0         153.96       0.051       51 21.37       14 48.70
2014 Jun 29 13:40:00.0         153.92       0.051       51 04.60       14 48.91
2014 Jun 29 13:45:00.0         153.89       0.051       50 47.01       14 49.12
2014 Jun 29 13:50:00.0         153.86       0.051       50 28.60       14 49.32
2014 Jun 29 13:55:00.0         153.83       0.051       50 09.38       14 49.53
2014 Jun 29 14:00:00.0         153.79       0.051       49 49.35       14 49.73
2014 Jun 29 14:05:00.0         153.76       0.052       49 28.53       14 49.93
2014 Jun 29 14:10:00.0         153.73       0.052       49 06.93       14 50.13
2014 Jun 29 14:15:00.0         153.70       0.052       48 44.55       14 50.33
2014 Jun 29 14:20:00.0         153.67       0.052       48 21.41       14 50.52
2014 Jun 29 14:25:00.0         153.64       0.052       47 57.52       14 50.72
2014 Jun 29 14:30:00.0         153.61       0.052       47 32.89       14 50.91
2014 Jun 29 14:35:00.0         153.58       0.052       47 07.54       14 51.10
2014 Jun 29 14:40:00.0         153.55       0.052       46 41.47       14 51.29
2014 Jun 29 14:45:00.0         153.52       0.052       46 14.72       14 51.48
2014 Jun 29 14:50:00.0         153.49       0.053       45 47.29       14 51.66
2014 Jun 29 14:55:00.0         153.46       0.053       45 19.20       14 51.85
2014 Jun 29 15:00:00.0         153.43       0.053       44 50.47       14 52.03
2014 Jun 29 15:05:00.0         153.40       0.053       44 21.13       14 52.21
2014 Jun 29 15:10:00.0         153.37       0.053       43 51.20       14 52.38
2014 Jun 29 15:15:00.0         153.35       0.053       43 20.70       14 52.55
2014 Jun 29 15:20:00.0         153.32       0.053       42 49.65       14 52.72
2014 Jun 29 15:25:00.0         153.29       0.053       42 18.08       14 52.89
2014 Jun 29 15:30:00.0         153.26       0.053       41 46.02       14 53.06
2014 Jun 29 15:35:00.0         153.23       0.054       41 13.50       14 53.22
2014 Jun 29 15:40:00.0         153.21       0.054       40 40.55       14 53.37
2014 Jun 29 15:45:00.0         153.18       0.054       40 07.20       14 53.53
2014 Jun 29 15:50:00.0         153.15       0.054       39 33.48       14 53.68
2014 Jun 29 15:55:00.0         153.13       0.054       38 59.44       14 53.83
2014 Jun 29 16:00:00.0         153.10       0.054       38 25.12       14 53.98
2014 Jun 29 16:05:00.0         153.07       0.054       37 50.54       14 54.12
2014 Jun 29 16:10:00.0         153.05       0.054       37 15.76       14 54.26
2014 Jun 29 16:15:00.0         153.02       0.054       36 40.82       14 54.39
2014 Jun 29 16:20:00.0         153.00       0.055       36 05.77       14 54.52
2014 Jun 29 16:25:00.0         152.97       0.055       35 30.65       14 54.65
2014 Jun 29 16:30:00.0         152.95       0.055       34 55.53       14 54.77
2014 Jun 29 16:35:00.0         152.92       0.055       34 20.45       14 54.89
2014 Jun 29 16:40:00.0         152.89       0.055       33 45.48       14 55.01
2014 Jun 29 16:45:00.0         152.87       0.055       33 10.68       14 55.12
2014 Jun 29 16:50:00.0         152.84       0.055       32 36.10       14 55.23
2014 Jun 29 16:55:00.0         152.82       0.055       32 01.83       14 55.33
2014 Jun 29 17:00:00.0         152.79       0.055       31 27.94       14 55.43
2014 Jun 29 17:05:00.0         152.77       0.055       30 54.49       14 55.53
2014 Jun 29 17:10:00.0         152.75       0.056       30 21.57       14 55.62
2014 Jun 29 17:15:00.0         152.72       0.056       29 49.27       14 55.71
2014 Jun 29 17:20:00.0         152.70       0.056       29 17.66       14 55.79
2014 Jun 29 17:25:00.0         152.67       0.056       28 46.84       14 55.87
2014 Jun 29 17:30:00.0         152.65       0.056       28 16.91       14 55.94
2014 Jun 29 17:35:00.0         152.62       0.056       27 47.95       14 56.01
2014 Jun 29 17:40:00.0         152.60       0.056       27 20.08       14 56.07
2014 Jun 29 17:45:00.0         152.58       0.056       26 53.39       14 56.13
2014 Jun 29 17:50:00.0         152.55       0.056       26 27.98       14 56.19
2014 Jun 29 17:55:00.0         152.53       0.056       26 03.97       14 56.24
2014 Jun 29 18:00:00.0         152.50       0.056       25 41.45       14 56.29
2014 Jun 29 18:05:00.0         152.48       0.057       25 20.53       14 56.33
2014 Jun 29 18:10:00.0         152.46       0.057       25 01.32       14 56.37
2014 Jun 29 18:15:00.0         152.43       0.057       24 43.90       14 56.40
2014 Jun 29 18:20:00.0         152.41       0.057       24 28.38       14 56.43
2014 Jun 29 18:25:00.0         152.39       0.057       24 14.83       14 56.45
2014 Jun 29 18:30:00.0         152.36       0.057       24 03.34       14 56.47
2014 Jun 29 18:35:00.0         152.34       0.057       23 53.98       14 56.48
2014 Jun 29 18:40:00.0         152.31       0.057       23 46.81       14 56.49
2014 Jun 29 18:45:00.0         152.29       0.057       23 41.86       14 56.49
2014 Jun 29 18:50:00.0         152.27       0.057       23 39.17       14 56.49
2014 Jun 29 18:55:00.0         152.24       0.058       23 38.76       14 56.49
2014 Jun 29 19:00:00.0         152.22       0.058       23 40.63       14 56.47
2014 Jun 29 19:05:00.0         152.20       0.058       23 44.77       14 56.46
2014 Jun 29 19:10:00.0         152.17       0.058       23 51.16       14 56.44
2014 Jun 29 19:15:00.0         152.15       0.058       23 59.75       14 56.41
2014 Jun 29 19:20:00.0         152.12       0.058       24 10.49       14 56.38
2014 Jun 29 19:25:00.0         152.10       0.058       24 23.31       14 56.35
2014 Jun 29 19:30:00.0         152.08       0.058       24 38.15       14 56.31
2014 Jun 29 19:35:00.0         152.05       0.058       24 54.92       14 56.27
2014 Jun 29 19:40:00.0         152.03       0.058       25 13.53       14 56.22
2014 Jun 29 19:45:00.0         152.00       0.059       25 33.88       14 56.16
2014 Jun 29 19:50:00.0         151.98       0.059       25 55.88       14 56.10
2014 Jun 29 19:55:00.0         151.95       0.059       26 19.41       14 56.04
2014 Jun 29 20:00:00.0         151.93       0.059       26 44.38       14 55.97
2014 Jun 29 20:05:00.0         151.90       0.059       27 10.67       14 55.90
2014 Jun 29 20:10:00.0         151.88       0.059       27 38.20       14 55.82
2014 Jun 29 20:15:00.0         151.85       0.059       28 06.84       14 55.74
2014 Jun 29 20:20:00.0         151.83       0.059       28 36.51       14 55.66
2014 Jun 29 20:25:00.0         151.80       0.059       29 07.10       14 55.57
2014 Jun 29 20:30:00.0         151.78       0.059       29 38.51       14 55.47
2014 Jun 29 20:35:00.0         151.75       0.060       30 10.67       14 55.37
2014 Jun 29 20:40:00.0         151.73       0.060       30 43.47       14 55.27
2014 Jun 29 20:45:00.0         151.70       0.060       31 16.83       14 55.16
2014 Jun 29 20:50:00.0         151.67       0.060       31 50.68       14 55.05
2014 Jun 29 20:55:00.0         151.65       0.060       32 24.93       14 54.93
2014 Jun 29 21:00:00.0         151.62       0.060       32 59.51       14 54.81
2014 Jun 29 21:05:00.0         151.60       0.060       33 34.35       14 54.69
2014 Jun 29 21:10:00.0         151.57       0.060       34 09.38       14 54.56
2014 Jun 29 21:15:00.0         151.54       0.060       34 44.54       14 54.43
2014 Jun 29 21:20:00.0         151.51       0.061       35 19.77       14 54.29
2014 Jun 29 21:25:00.0         151.49       0.061       35 55.02       14 54.15
2014 Jun 29 21:30:00.0         151.46       0.061       36 30.22       14 54.01
2014 Jun 29 21:35:00.0         151.43       0.061       37 05.33       14 53.86
2014 Jun 29 21:40:00.0         151.40       0.061       37 40.29       14 53.71
2014 Jun 29 21:45:00.0         151.38       0.061       38 15.06       14 53.55
2014 Jun 29 21:50:00.0         151.35       0.061       38 49.60       14 53.39
2014 Jun 29 21:55:00.0         151.32       0.061       39 23.87       14 53.23
2014 Jun 29 22:00:00.0         151.29       0.061       39 57.82       14 53.07
