                                     Moon                                     
     
            Topocentric Physical Ephemeris: Illumination Parameters           
     
                           Cherry Springs State Park                          
                Location:  W 77°48'45.0", N41°39'52.6",   710m                
                  (Longitude referred to Greenwich meridian)                  
     
   Date        Time             Phase     Fraction                       Semi-
         (UT1)                  Angle    Illuminated    Parallax       diameter
             h  m   s             °                      '   "          '   "
2014 Jun 29 07:05:00.0         157.32       0.039       45 00.97       14 37.37
2014 Jun 29 07:10:00.0         157.27       0.039       45 04.11       14 37.38
2014 Jun 29 07:15:00.0         157.22       0.039       45 07.91       14 37.39
2014 Jun 29 07:20:00.0         157.17       0.039       45 12.37       14 37.41
2014 Jun 29 07:25:00.0         157.12       0.039       45 17.46       14 37.44
2014 Jun 29 07:30:00.0         157.07       0.039       45 23.18       14 37.47
2014 Jun 29 07:35:00.0         157.02       0.040       45 29.51       14 37.50
2014 Jun 29 07:40:00.0         156.98       0.040       45 36.43       14 37.54
2014 Jun 29 07:45:00.0         156.93       0.040       45 43.92       14 37.58
2014 Jun 29 07:50:00.0         156.88       0.040       45 51.96       14 37.62
2014 Jun 29 07:55:00.0         156.83       0.040       46 00.53       14 37.67
2014 Jun 29 08:00:00.0         156.78       0.041       46 09.61       14 37.73
2014 Jun 29 08:05:00.0         156.73       0.041       46 19.16       14 37.79
2014 Jun 29 08:10:00.0         156.68       0.041       46 29.18       14 37.85
2014 Jun 29 08:15:00.0         156.63       0.041       46 39.62       14 37.92
2014 Jun 29 08:20:00.0         156.59       0.041       46 50.46       14 37.99
2014 Jun 29 08:25:00.0         156.54       0.041       47 01.67       14 38.06
2014 Jun 29 08:30:00.0         156.49       0.042       47 13.23       14 38.14
2014 Jun 29 08:35:00.0         156.44       0.042       47 25.10       14 38.22
2014 Jun 29 08:40:00.0         156.39       0.042       47 37.26       14 38.31
2014 Jun 29 08:45:00.0         156.35       0.042       47 49.67       14 38.40
2014 Jun 29 08:50:00.0         156.30       0.042       48 02.30       14 38.49
2014 Jun 29 08:55:00.0         156.25       0.042       48 15.13       14 38.59
2014 Jun 29 09:00:00.0         156.20       0.043       48 28.12       14 38.70
2014 Jun 29 09:05:00.0         156.16       0.043       48 41.24       14 38.80
2014 Jun 29 09:10:00.0         156.11       0.043       48 54.46       14 38.91
2014 Jun 29 09:15:00.0         156.06       0.043       49 07.75       14 39.02
2014 Jun 29 09:20:00.0         156.02       0.043       49 21.08       14 39.14
2014 Jun 29 09:25:00.0         155.97       0.043       49 34.41       14 39.26
2014 Jun 29 09:30:00.0         155.92       0.043       49 47.72       14 39.39
2014 Jun 29 09:35:00.0         155.88       0.044       50 00.97       14 39.51
2014 Jun 29 09:40:00.0         155.83       0.044       50 14.14       14 39.64
2014 Jun 29 09:45:00.0         155.79       0.044       50 27.19       14 39.78
2014 Jun 29 09:50:00.0         155.74       0.044       50 40.10       14 39.91
2014 Jun 29 09:55:00.0         155.70       0.044       50 52.84       14 40.06
2014 Jun 29 10:00:00.0         155.65       0.044       51 05.38       14 40.20
2014 Jun 29 10:05:00.0         155.61       0.045       51 17.68       14 40.35
2014 Jun 29 10:10:00.0         155.56       0.045       51 29.74       14 40.50
2014 Jun 29 10:15:00.0         155.52       0.045       51 41.51       14 40.65
2014 Jun 29 10:20:00.0         155.48       0.045       51 52.97       14 40.80
2014 Jun 29 10:25:00.0         155.43       0.045       52 04.09       14 40.96
2014 Jun 29 10:30:00.0         155.39       0.045       52 14.86       14 41.12
2014 Jun 29 10:35:00.0         155.34       0.046       52 25.24       14 41.29
2014 Jun 29 10:40:00.0         155.30       0.046       52 35.21       14 41.45
2014 Jun 29 10:45:00.0         155.26       0.046       52 44.75       14 41.62
2014 Jun 29 10:50:00.0         155.22       0.046       52 53.83       14 41.79
2014 Jun 29 10:55:00.0         155.17       0.046       53 02.44       14 41.97
2014 Jun 29 11:00:00.0         155.13       0.046       53 10.55       14 42.14
2014 Jun 29 11:05:00.0         155.09       0.047       53 18.15       14 42.32
2014 Jun 29 11:10:00.0         155.05       0.047       53 25.21       14 42.50
2014 Jun 29 11:15:00.0         155.01       0.047       53 31.71       14 42.68
2014 Jun 29 11:20:00.0         154.97       0.047       53 37.63       14 42.87
2014 Jun 29 11:25:00.0         154.92       0.047       53 42.96       14 43.06
2014 Jun 29 11:30:00.0         154.88       0.047       53 47.68       14 43.24
2014 Jun 29 11:35:00.0         154.84       0.047       53 51.78       14 43.43
2014 Jun 29 11:40:00.0         154.80       0.048       53 55.23       14 43.62
2014 Jun 29 11:45:00.0         154.76       0.048       53 58.03       14 43.82
2014 Jun 29 11:50:00.0         154.72       0.048       54 00.16       14 44.01
2014 Jun 29 11:55:00.0         154.68       0.048       54 01.60       14 44.21
2014 Jun 29 12:00:00.0         154.65       0.048       54 02.34       14 44.41
2014 Jun 29 12:05:00.0         154.61       0.048       54 02.38       14 44.60
2014 Jun 29 12:10:00.0         154.57       0.048       54 01.69       14 44.80
2014 Jun 29 12:15:00.0         154.53       0.049       54 00.28       14 45.00
2014 Jun 29 12:20:00.0         154.49       0.049       53 58.12       14 45.20
2014 Jun 29 12:25:00.0         154.45       0.049       53 55.22       14 45.41
2014 Jun 29 12:30:00.0         154.42       0.049       53 51.56       14 45.61
2014 Jun 29 12:35:00.0         154.38       0.049       53 47.13       14 45.81
2014 Jun 29 12:40:00.0         154.34       0.049       53 41.93       14 46.02
2014 Jun 29 12:45:00.0         154.31       0.049       53 35.95       14 46.22
2014 Jun 29 12:50:00.0         154.27       0.050       53 29.19       14 46.43
2014 Jun 29 12:55:00.0         154.23       0.050       53 21.64       14 46.63
2014 Jun 29 13:00:00.0         154.20       0.050       53 13.30       14 46.84
2014 Jun 29 13:05:00.0         154.16       0.050       53 04.17       14 47.04
2014 Jun 29 13:10:00.0         154.13       0.050       52 54.23       14 47.25
2014 Jun 29 13:15:00.0         154.09       0.050       52 43.50       14 47.45
2014 Jun 29 13:20:00.0         154.06       0.050       52 31.98       14 47.66
2014 Jun 29 13:25:00.0         154.02       0.051       52 19.65       14 47.86
2014 Jun 29 13:30:00.0         153.99       0.051       52 06.53       14 48.07
2014 Jun 29 13:35:00.0         153.96       0.051       51 52.61       14 48.27
2014 Jun 29 13:40:00.0         153.92       0.051       51 37.89       14 48.47
2014 Jun 29 13:45:00.0         153.89       0.051       51 22.39       14 48.68
2014 Jun 29 13:50:00.0         153.86       0.051       51 06.10       14 48.88
2014 Jun 29 13:55:00.0         153.82       0.051       50 49.03       14 49.08
2014 Jun 29 14:00:00.0         153.79       0.051       50 31.19       14 49.28
2014 Jun 29 14:05:00.0         153.76       0.052       50 12.58       14 49.48
2014 Jun 29 14:10:00.0         153.73       0.052       49 53.21       14 49.67
2014 Jun 29 14:15:00.0         153.69       0.052       49 33.09       14 49.87
2014 Jun 29 14:20:00.0         153.66       0.052       49 12.22       14 50.06
2014 Jun 29 14:25:00.0         153.63       0.052       48 50.62       14 50.26
2014 Jun 29 14:30:00.0         153.60       0.052       48 28.31       14 50.45
2014 Jun 29 14:35:00.0         153.57       0.052       48 05.28       14 50.64
2014 Jun 29 14:40:00.0         153.54       0.052       47 41.56       14 50.83
2014 Jun 29 14:45:00.0         153.51       0.053       47 17.16       14 51.01
2014 Jun 29 14:50:00.0         153.48       0.053       46 52.10       14 51.20
2014 Jun 29 14:55:00.0         153.45       0.053       46 26.38       14 51.38
2014 Jun 29 15:00:00.0         153.42       0.053       46 00.04       14 51.56
2014 Jun 29 15:05:00.0         153.39       0.053       45 33.08       14 51.74
2014 Jun 29 15:10:00.0         153.36       0.053       45 05.53       14 51.91
2014 Jun 29 15:15:00.0         153.33       0.053       44 37.41       14 52.09
2014 Jun 29 15:20:00.0         153.30       0.053       44 08.74       14 52.26
2014 Jun 29 15:25:00.0         153.27       0.053       43 39.54       14 52.43
2014 Jun 29 15:30:00.0         153.25       0.054       43 09.85       14 52.59
2014 Jun 29 15:35:00.0         153.22       0.054       42 39.67       14 52.76
2014 Jun 29 15:40:00.0         153.19       0.054       42 09.06       14 52.92
2014 Jun 29 15:45:00.0         153.16       0.054       41 38.02       14 53.07
2014 Jun 29 15:50:00.0         153.13       0.054       41 06.60       14 53.23
2014 Jun 29 15:55:00.0         153.11       0.054       40 34.83       14 53.38
2014 Jun 29 16:00:00.0         153.08       0.054       40 02.73       14 53.53
2014 Jun 29 16:05:00.0         153.05       0.054       39 30.36       14 53.67
2014 Jun 29 16:10:00.0         153.03       0.054       38 57.74       14 53.82
2014 Jun 29 16:15:00.0         153.00       0.054       38 24.91       14 53.95
2014 Jun 29 16:20:00.0         152.97       0.055       37 51.92       14 54.09
2014 Jun 29 16:25:00.0         152.95       0.055       37 18.81       14 54.22
2014 Jun 29 16:30:00.0         152.92       0.055       36 45.63       14 54.35
2014 Jun 29 16:35:00.0         152.89       0.055       36 12.42       14 54.47
2014 Jun 29 16:40:00.0         152.87       0.055       35 39.25       14 54.59
2014 Jun 29 16:45:00.0         152.84       0.055       35 06.15       14 54.71
2014 Jun 29 16:50:00.0         152.82       0.055       34 33.19       14 54.83
2014 Jun 29 16:55:00.0         152.79       0.055       34 00.43       14 54.93
2014 Jun 29 17:00:00.0         152.77       0.055       33 27.93       14 55.04
2014 Jun 29 17:05:00.0         152.74       0.056       32 55.76       14 55.14
2014 Jun 29 17:10:00.0         152.72       0.056       32 23.97       14 55.24
2014 Jun 29 17:15:00.0         152.69       0.056       31 52.66       14 55.33
2014 Jun 29 17:20:00.0         152.67       0.056       31 21.87       14 55.42
2014 Jun 29 17:25:00.0         152.64       0.056       30 51.71       14 55.51
2014 Jun 29 17:30:00.0         152.62       0.056       30 22.23       14 55.59
2014 Jun 29 17:35:00.0         152.59       0.056       29 53.53       14 55.66
2014 Jun 29 17:40:00.0         152.57       0.056       29 25.69       14 55.74
2014 Jun 29 17:45:00.0         152.54       0.056       28 58.80       14 55.81
2014 Jun 29 17:50:00.0         152.52       0.056       28 32.95       14 55.87
2014 Jun 29 17:55:00.0         152.49       0.057       28 08.22       14 55.93
2014 Jun 29 18:00:00.0         152.47       0.057       27 44.70       14 55.98
2014 Jun 29 18:05:00.0         152.45       0.057       27 22.50       14 56.03
2014 Jun 29 18:10:00.0         152.42       0.057       27 01.69       14 56.08
2014 Jun 29 18:15:00.0         152.40       0.057       26 42.37       14 56.12
2014 Jun 29 18:20:00.0         152.37       0.057       26 24.62       14 56.16
2014 Jun 29 18:25:00.0         152.35       0.057       26 08.52       14 56.19
2014 Jun 29 18:30:00.0         152.32       0.057       25 54.16       14 56.22
2014 Jun 29 18:35:00.0         152.30       0.057       25 41.60       14 56.24
2014 Jun 29 18:40:00.0         152.28       0.057       25 30.92       14 56.26
2014 Jun 29 18:45:00.0         152.25       0.057       25 22.16       14 56.27
2014 Jun 29 18:50:00.0         152.23       0.058       25 15.38       14 56.28
2014 Jun 29 18:55:00.0         152.20       0.058       25 10.61       14 56.28
2014 Jun 29 19:00:00.0         152.18       0.058       25 07.88       14 56.28
2014 Jun 29 19:05:00.0         152.16       0.058       25 07.21       14 56.28
2014 Jun 29 19:10:00.0         152.13       0.058       25 08.60       14 56.27
2014 Jun 29 19:15:00.0         152.11       0.058       25 12.04       14 56.25
2014 Jun 29 19:20:00.0         152.08       0.058       25 17.52       14 56.23
2014 Jun 29 19:25:00.0         152.06       0.058       25 25.00       14 56.21
2014 Jun 29 19:30:00.0         152.04       0.058       25 34.44       14 56.18
2014 Jun 29 19:35:00.0         152.01       0.058       25 45.79       14 56.15
2014 Jun 29 19:40:00.0         151.99       0.059       25 59.00       14 56.11
2014 Jun 29 19:45:00.0         151.96       0.059       26 14.00       14 56.07
2014 Jun 29 19:50:00.0         151.94       0.059       26 30.70       14 56.02
2014 Jun 29 19:55:00.0         151.91       0.059       26 49.04       14 55.97
2014 Jun 29 20:00:00.0         151.89       0.059       27 08.92       14 55.91
2014 Jun 29 20:05:00.0         151.86       0.059       27 30.27       14 55.85
2014 Jun 29 20:10:00.0         151.84       0.059       27 52.99       14 55.79
2014 Jun 29 20:15:00.0         151.81       0.059       28 16.99       14 55.72
2014 Jun 29 20:20:00.0         151.79       0.059       28 42.18       14 55.64
2014 Jun 29 20:25:00.0         151.76       0.060       29 08.47       14 55.56
2014 Jun 29 20:30:00.0         151.74       0.060       29 35.77       14 55.48
2014 Jun 29 20:35:00.0         151.71       0.060       30 03.99       14 55.39
2014 Jun 29 20:40:00.0         151.69       0.060       30 33.05       14 55.30
2014 Jun 29 20:45:00.0         151.66       0.060       31 02.86       14 55.20
2014 Jun 29 20:50:00.0         151.63       0.060       31 33.35       14 55.10
2014 Jun 29 20:55:00.0         151.61       0.060       32 04.42       14 55.00
2014 Jun 29 21:00:00.0         151.58       0.060       32 36.01       14 54.89
2014 Jun 29 21:05:00.0         151.55       0.060       33 08.04       14 54.78
2014 Jun 29 21:10:00.0         151.53       0.060       33 40.44       14 54.66
2014 Jun 29 21:15:00.0         151.50       0.061       34 13.15       14 54.54
2014 Jun 29 21:20:00.0         151.47       0.061       34 46.10       14 54.42
2014 Jun 29 21:25:00.0         151.45       0.061       35 19.23       14 54.29
2014 Jun 29 21:30:00.0         151.42       0.061       35 52.48       14 54.15
2014 Jun 29 21:35:00.0         151.39       0.061       36 25.79       14 54.02
2014 Jun 29 21:40:00.0         151.36       0.061       36 59.12       14 53.88
2014 Jun 29 21:45:00.0         151.34       0.061       37 32.40       14 53.73
2014 Jun 29 21:50:00.0         151.31       0.061       38 05.60       14 53.59
2014 Jun 29 21:55:00.0         151.28       0.062       38 38.66       14 53.44
2014 Jun 29 22:00:00.0         151.25       0.062       39 11.54       14 53.28
